,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Profit Margin,Month Date,Weekday
170,West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,1741.6,300,6000,151659.0,In-store,2021,February,2527.6499999999996,2,Thursday
171,West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,1741.6,300,6000,151659.0,In-store,2021,October,2527.6499999999996,10,Monday
172,Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Street Footwear,2612.4,300,9000,227488.0,Online,2021,January,2527.644444444444,1,Friday
173,Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,1741.6,300,6000,151659.0,Online,2021,April,2527.6499999999996,4,Saturday
174,Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,1741.6,300,6000,151659.0,Online,2021,January,2527.6499999999996,1,Saturday
175,Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,2177.0,300,7500,189573.0,Online,2021,April,2527.64,4,Tuesday
176,Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,1306.2,300,4500,113744.0,Online,2021,April,2527.644444444444,4,Tuesday
177,Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,1741.6,300,6000,151659.0,Online,2021,October,2527.6499999999996,10,Thursday
178,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,1306.2,300,4500,113744.0,Online,2021,November,2527.644444444444,11,Saturday
179,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,1306.2,300,4500,113744.0,Online,2021,February,2527.644444444444,2,Sunday
180,Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Apparel,2612.4,300,9000,227488.0,Online,2021,April,2527.644444444444,4,Tuesday
181,Foot Locker,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Apparel,2612.4,300,9000,227488.0,Online,2021,October,2527.644444444444,10,Thursday
182,West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,2612.4,300,9000,227488.0,In-store,2021,June,2527.644444444444,6,Thursday
183,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,2177.0,300,7500,189573.0,In-store,2021,January,2527.64,1,Sunday
184,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,1741.6,300,6000,151659.0,In-store,2021,February,2527.6499999999996,2,Wednesday
185,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,2177.0,300,7500,189573.0,In-store,2021,January,2527.64,1,Sunday
186,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,2612.4,300,9000,227488.0,In-store,2021,February,2527.644444444444,2,Wednesday
187,Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,2612.4,300,9000,227488.0,In-store,2021,January,2527.644444444444,1,Thursday
188,Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Street Footwear,3918.6,300,1350,341232.0,Online,2020,January,25276.444444444445,1,Friday
189,Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,4441.08,300,1530,386729.0,Online,2020,May,25276.40522875817,5,Monday
190,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,4528.16,300,1560,394312.0,Online,2020,April,25276.410256410254,4,Friday
191,Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,5224.8,299,1794,454976.0,Online,2020,April,25360.98104793757,4,Monday
192,West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,5224.8,299,1794,454976.0,Online,2020,September,25360.98104793757,9,Friday
193,Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,3657.36,298,1252,318483.0,Outlet,2020,September,25437.9392971246,9,Thursday
194,Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,3309.04,298,1132,288151.0,Outlet,2020,October,25455.03533568905,10,Wednesday
195,West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Street Footwear,5224.8,298,1788,454976.0,Outlet,2021,July,25446.08501118568,7,Friday
196,Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,3396.12,297,1158,295734.0,Online,2020,September,25538.34196891192,9,Tuesday
197,Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,3309.04,297,1129,288151.0,Outlet,2020,March,25522.67493356953,3,Saturday
198,Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,3134.88,297,1069,272985.0,Outlet,2021,April,25536.482694106642,4,Monday
199,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,5921.44,297,2020,515639.0,Outlet,2021,July,25526.68316831683,7,Friday
200,Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,3221.96,296,1095,280568.0,Outlet,2020,February,25622.648401826485,2,Friday
201,Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,3221.96,296,1095,280568.0,Outlet,2020,March,25622.648401826485,3,Friday
202,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,2177.0,295,7375,189573.0,In-store,2021,November,2570.4813559322033,11,Thursday
203,Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,3047.7999999999997,295,1033,265402.0,Outlet,2020,March,25692.352371732817,3,Thursday
204,Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,2786.56,295,944,242654.0,Outlet,2020,August,25704.872881355932,8,Monday
205,Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,2438.24,295,826,212322.0,Outlet,2020,August,25704.84261501211,8,Tuesday
206,Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,2525.32,295,856,219905.0,Outlet,2020,August,25689.83644859813,8,Monday
207,Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,5224.8,294,1764,454976.0,Online,2021,July,25792.290249433107,7,Friday
208,Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,3744.44,294,1264,326066.0,Outlet,2020,April,25796.360759493673,4,Wednesday
209,Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,4092.7599999999998,293,1377,356398.0,Online,2020,August,25882.207697893973,8,Saturday
210,West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,4441.08,293,1494,386729.0,Online,2021,February,25885.475234270416,2,Thursday
211,Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,4179.84,290,1392,363980.0,Online,2020,January,26147.98850574713,1,Friday
212,Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,5137.72,290,1711,447393.0,Online,2020,March,26148.04208065459,3,Tuesday
213,Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,5398.96,290,1798,470141.0,Online,2020,April,26147.997775305896,4,Saturday
214,Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,5921.44,290,1972,515639.0,Online,2020,April,26148.02231237322,4,Sunday
215,Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,5921.44,290,1972,515639.0,Online,2020,July,26148.02231237322,7,Saturday
216,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,4789.4,290,1595,417061.0,Online,2020,April,26148.025078369905,4,Friday
217,Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,5834.36,290,1943,508056.0,Online,2021,December,26148.018528049408,12,Sunday
218,Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,3744.44,289,1243,326066.0,Outlet,2020,January,26232.18020917136,1,Wednesday
219,Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,2699.48,289,896,235071.0,Outlet,2020,February,26235.602678571428,2,Monday
220,Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,2873.64,289,954,250237.0,Outlet,2020,February,26230.29350104822,2,Sunday
221,Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,4441.08,289,1474,386729.0,Outlet,2020,April,26236.702849389418,4,Saturday
222,Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,2002.84,289,665,174407.0,Outlet,2020,July,26226.61654135338,7,Sunday
223,Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,3831.52,289,1272,333649.0,Outlet,2020,October,26230.267295597485,10,Sunday
224,West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,2438.24,289,809,212322.0,Outlet,2020,November,26244.993819530282,11,Saturday
225,West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,3134.88,289,1040,272985.0,Outlet,2021,January,26248.55769230769,1,Saturday
226,Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,3309.04,289,1098,288151.0,Outlet,2021,May,26243.260473588343,5,Friday
227,Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,4092.7599999999998,289,1358,356398.0,Outlet,2021,July,26244.329896907213,7,Friday
228,Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,3134.88,288,1037,272985.0,Outlet,2020,February,26324.493731918996,2,Saturday
229,Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,3918.6,288,1296,341232.0,Outlet,2020,March,26329.62962962963,3,Sunday
230,Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,3657.36,288,1210,318483.0,Outlet,2021,May,26320.90909090909,5,Wednesday
231,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,3134.88,288,1037,272985.0,Outlet,2021,February,26324.493731918996,2,Wednesday
232,Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,4441.08,287,1464,386729.0,Online,2021,September,26415.915300546447,9,Sunday
233,Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,2612.4,287,861,227488.0,Outlet,2020,August,26421.37049941928,8,Thursday
234,West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,3483.2,287,1148,303317.0,Outlet,2021,January,26421.341463414632,1,Sunday
235,West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,3657.36,287,1205,318483.0,Outlet,2021,January,26430.1244813278,1,Monday
236,Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,5311.88,286,1745,462559.0,Online,2020,March,26507.679083094557,3,Sunday
237,Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,4702.32,285,1539,409478.0,Online,2020,May,26606.757634827813,5,Tuesday
238,Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,3831.52,285,1254,333649.0,Online,2020,October,26606.77830940989,10,Tuesday
239,Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,4005.68,285,1311,348815.0,Online,2021,April,26606.788710907706,4,Friday
240,Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,2786.56,285,912,242654.0,Outlet,2020,August,26606.798245614034,8,Tuesday
241,Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,2612.4,285,855,227488.0,Outlet,2021,April,26606.783625730994,4,Sunday
242,Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,4615.24,284,1505,401895.0,Online,2020,September,26703.986710963454,9,Wednesday
243,Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,2873.64,283,934,250237.0,Online,2021,April,26791.97002141328,4,Tuesday
244,Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,4179.84,282,1354,363980.0,Online,2021,May,26881.831610044315,5,Wednesday
245,Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,3134.88,281,1012,272985.0,Outlet,2020,January,26974.8023715415,1,Saturday
246,Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,3831.52,281,1236,333649.0,Outlet,2020,February,26994.25566343042,2,Tuesday
247,Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,2960.72,281,955,257819.0,Outlet,2020,October,26996.75392670157,10,Thursday
248,West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,3657.36,281,1180,318483.0,Outlet,2021,January,26990.08474576271,1,Friday
249,Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,4005.68,281,1293,348815.0,Outlet,2021,October,26977.18484145398,10,Saturday
250,Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,2612.4,281,843,227488.0,Outlet,2021,January,26985.52787663108,1,Saturday
251,Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,5137.72,280,1652,447393.0,Online,2020,April,27081.90072639225,4,Friday
252,Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,4092.7599999999998,280,1316,356398.0,Outlet,2020,February,27081.914893617024,2,Monday
253,Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,4092.7599999999998,280,1316,356398.0,Outlet,2020,May,27081.914893617024,5,Friday
254,West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,3396.12,280,1092,295734.0,Outlet,2021,January,27081.868131868134,1,Sunday
255,Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,3483.2,280,1120,303317.0,Outlet,2021,September,27081.875000000004,9,Saturday
256,Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,3657.36,280,1176,318483.0,Outlet,2021,September,27081.88775510204,9,Wednesday
257,Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,3134.88,280,1008,272985.0,Outlet,2021,September,27081.84523809524,9,Sunday
258,Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,4092.7599999999998,280,1316,356398.0,Outlet,2021,September,27081.914893617024,9,Saturday
259,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,5050.64,280,1624,439810.0,Outlet,2021,December,27081.896551724138,12,Thursday
260,Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,3744.44,279,1200,326066.0,Outlet,2020,April,27172.166666666668,4,Friday
261,Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,4179.84,279,1339,363980.0,Outlet,2020,May,27182.972367438386,5,Thursday
262,Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,4005.68,278,1279,348815.0,Online,2020,March,27272.478498827208,3,Friday
263,Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,4876.48,278,1557,424644.0,Online,2020,September,27273.217726396917,9,Tuesday
264,Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,5050.64,278,1612,439810.0,Online,2021,August,27283.498759305214,8,Friday
265,Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,4354.0,278,1390,379146.0,Online,2021,November,27276.690647482013,11,Saturday
266,Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,4005.68,278,1279,348815.0,Outlet,2020,March,27272.478498827208,3,Saturday
267,West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,4092.7599999999998,278,1307,356398.0,Outlet,2021,January,27268.40091813313,1,Tuesday
268,Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,3134.88,278,1001,272985.0,Outlet,2021,September,27271.228771228773,9,Tuesday
269,West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,2960.72,278,945,257819.0,Outlet,2021,July,27282.433862433863,7,Tuesday
270,West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,4876.48,277,1551,424644.0,Online,2021,January,27378.723404255317,1,Tuesday
271,Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,3134.88,276,994,272985.0,Online,2020,January,27463.279678068408,1,Tuesday
272,Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,3221.96,276,1021,280568.0,Online,2020,August,27479.725759059744,8,Monday
273,Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,2438.24,276,773,212322.0,Online,2021,March,27467.27037516171,3,Tuesday
274,Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,2177.0,275,6875,189573.0,Outlet,2021,August,2757.4254545454546,8,Monday
275,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,2177.0,275,6875,189573.0,In-store,2021,January,2757.4254545454546,1,Monday
276,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,2612.4,275,8250,227488.0,In-store,2021,April,2757.430303030303,4,Sunday
277,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,1741.6,275,5500,151659.0,In-store,2021,April,2757.4363636363637,4,Sunday
278,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,1306.2,275,4125,113744.0,In-store,2021,September,2757.430303030303,9,Sunday
279,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,2177.0,275,6875,189573.0,In-store,2021,September,2757.4254545454546,9,Sunday
280,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,2177.0,275,6875,189573.0,In-store,2021,May,2757.4254545454546,5,Wednesday
281,West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,1741.6,275,5500,151659.0,In-store,2021,October,2757.4363636363637,10,Monday
282,West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,2612.4,275,8250,227488.0,In-store,2021,October,2757.430303030303,10,Monday
283,Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,1741.6,275,5500,151659.0,Online,2021,March,2757.4363636363637,3,Tuesday
284,Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,1741.6,275,5500,151659.0,Online,2021,October,2757.4363636363637,10,Thursday
285,Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,2612.4,275,8250,227488.0,Online,2021,October,2757.430303030303,10,Thursday
286,West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,2177.0,275,6875,189573.0,Online,2021,February,2757.4254545454546,2,Sunday
287,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,870.8,275,2750,75829.0,Online,2021,March,2757.418181818182,3,Friday
288,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,2177.0,275,6875,189573.0,Online,2021,March,2757.4254545454546,3,Friday
